title,critic_score,audience_score
The Handmaid's Tale,32.0,43.0
House Party,94.0,81.0
Joe Versus the Volcano,67.0,54.0
The Last of the Finest,,26.0
Love at Large,78.0,44.0
Blind Fury,53.0,51.0
Blue Steel,,36.0
The Forbidden Dance,23.0,77.0
Lord of the Flies,55.0,52.0
Nuns on the Run,42.0,53.0
Pretty Woman,65.0,68.0
Opportunity Knocks,11.0,47.0
Side Out,,60.0
TMNT,36.0,60.0
Backtrack,40.0,24.0
"The Cook, the Thief, His Wife and Her Lover",86.0,88.0
"The Cook, the Thief, His Wife and Her Lover",86.0,88.0
Crybaby,,
Ernest Goes to Jail,11.0,49.0
The First Power,25.0,46.0
I Love You to Death,58.0,62.0
Impulse,,22.0
In the Spirit,,67.0
Crazy People,35.0,62.0
Vital Signs,43.0,31.0
Chattahoochee,11.0,51.0
Lisa,50.0,49.0
Miami Blues,85.0,62.0
The Guardian,,
The Guardian,37.0,80.0
Spaced Invaders,8.0,51.0
Wild Orchid,9.0,44.0
Last Exit to Brooklyn,67.0,74.0
Short Time,29.0,54.0
Tales From the Darkside: The Movie,46.0,45.0
Without You I'm Nothing,73.0,72.0
The Big Bang,19.0,25.0
The Big Bang,80.0,45.0
Class of 1999,63.0,50.0
Far Out Man,,50.0
Longtime Companion,91.0,83.0
Bird on a Wire,25.0,41.0
Cadillac Man,58.0,32.0
Strapless,36.0,20.0
The Swordsman,,
Swordsman,,
Fire Birds,9.0,35.0
Jesus of Montreal,69.0,87.0
Frankenhooker,60.0,58.0
Total Recall,82.0,79.0
Another 48 HRS.,19.0,35.0
Deceptions,,0.0
The Adventures of Milo and Otis,80.0,74.0
Gremlins 2: The New Batch,71.0,59.0
Betsy's Wedding,56.0,39.0
RoboCop 2,28.0,36.0
Days of Thunder,38.0,60.0
Ghost Dad,6.0,32.0
Die Hard 2,69.0,70.0
Jetsons: The Movie,27.0,45.0
The Adventures of Ford Fairlane,25.0,68.0
Ghost,,50.0
The Invisible Maniac,,33.0
Quick Change,84.0,71.0
Arachnophobia,93.0,55.0
The Freshman,95.0,78.0
The Freshman,94.0,61.0
Chicago Joe and the Showgirl,,35.0
Presumed Innocent,86.0,67.0
Problem Child,0.0,42.0
"DuckTales, the Movie: Treasure of the Lost Lamp",100.0,69.0
Metropolitan,93.0,84.0
Mo' Better Blues,71.0,75.0
Air America,13.0,34.0
Flatliners,50.0,59.0
The Two Jakes,63.0,39.0
The Two Jakes,63.0,39.0
My Blue Heaven,71.0,59.0
Taking Care of Business,33.0,52.0
Wild at Heart,65.0,81.0
Pump Up the Volume,79.0,85.0
"After Dark, My Sweet",80.0,62.0
Darkman,83.0,59.0
Dreams,,
Life Is Cheap ... but Toilet Paper Is Expensive,,50.0
The Witches,94.0,70.0
Witches,,
The Lemon Sisters,11.0,19.0
The Lemon Sisters,11.0,19.0
"Mirror, Mirror",80.0,31.0
The Shrimp on the Barbie,,41.0
Death Warrant,0.0,35.0
Hardware,46.0,52.0
Postcards From the Edge,83.0,66.0
Repossessed,0.0,63.0
State of Grace,85.0,83.0
"White Hunter, Black Heart",83.0,62.0
Goodfellas,95.0,97.0
Don't Tell Her It's Me,,59.0
Funny About Love,0.0,14.0
I Come in Peace,38.0,46.0
King of New York,70.0,77.0
Pacific Heights,52.0,48.0
Texasville,59.0,46.0
Avalon,83.0,73.0
Fantasia,95.0,83.0
Henry & June,60.0,68.0
Marked for Death,27.0,50.0
Miller's Crossing,93.0,90.0
Shakma,,42.0
The Memphis Belle: A Story of a Flying Fortress,,81.0
Mr. Destiny,35.0,55.0
Spirit of '76,80.0,54.0
Spirit of '76,80.0,54.0
To Sleep With Anger,89.0,79.0
Troll 2,5.0,45.0
"Welcome Home, Roxy Carmichael",55.0,47.0
The Ambulance,,
Ambulance,68.0,88.0
Night of the Living Dead,95.0,87.0
Quigley Down Under,52.0,74.0
Reversal of Fortune,92.0,78.0
White Palace,50.0,62.0
Graveyard Shift,0.0,23.0
The Hot Spot,,50.0
Hot Spot,,
Soultaker,0.0,29.0
Tune in Tomorrow...,50.0,53.0
China Cry,,85.0
Frankenstein Unbound,50.0,33.0
Graffiti Bridge,18.0,88.0
Jacob's Ladder,72.0,84.0
Vincent and Theo,90.0,72.0
Waiting for the Light,,92.0
Child's Play 2,44.0,52.0
Guns,,
The Krays,82.0,80.0
Psycho IV: The Beginning,20.0,32.0
Home Alone,66.0,80.0
The Rescuers Down Under,72.0,68.0
Rocky V,33.0,31.0
Dances With Wolves,87.0,87.0
Secret Agenda,,
The Nutcracker Prince,14.0,72.0
Predator 2,30.0,44.0
Robot Jox,40.0,42.0
Three Men and a Little Lady,40.0,43.0
Mr. & Mrs. Bridge,82.0,44.0
Misery,91.0,90.0
Cyrano de Bergerac,,
The Grifters,91.0,70.0
The Grifters,91.0,70.0
The Rookie,84.0,70.0
Havana,27.0,57.0
The Sheltering Sky,45.0,79.0
The Sheltering Sky,45.0,79.0
Edward Scissorhands,90.0,91.0
Look Who's Talking Too,13.0,32.0
Mermaids,72.0,70.0
Almost an Angel,33.0,49.0
Hamlet,100.0,91.0
The Russia House,70.0,49.0
The Bonfire of the Vanities,15.0,26.0
The Bonfire of the Vanities,15.0,26.0
Kindergarten Cop,54.0,52.0
The Long Walk Home,88.0,84.0
Come See the Paradise,64.0,73.0
A.LI.CE,,
"The Godfather, Part III",66.0,67.0
Green Card,59.0,50.0
Terminator 2: Judgment Day,91.0,95.0
Robin Hood: Prince of Thieves,51.0,72.0
Beauty and the Beast,,
The Silence of the Lambs,95.0,95.0
The Silence of the Lambs,95.0,95.0
City Slickers,89.0,64.0
Hook,29.0,76.0
The Addams Family,45.0,69.0
The Addams Family,67.0,66.0
Sleeping With the Enemy,24.0,60.0
Father of the Bride,,
The Naked Gun 2 1/2: The Smell of Fear,58.0,65.0
Not Without My Daughter,53.0,71.0
Ski School,,59.0
Warlock,56.0,48.0
Cadence,42.0,70.0
Flight of the Intruder,25.0,51.0
Men of Respect,,41.0
Once Around,67.0,73.0
White Fang,,14.0
Too Much Sun,14.0,32.0
Prison Stories: Women on the Inside,,
Queens Logic,30.0,35.0
Run,89.0,74.0
L.A. Story,91.0,75.0
The Neverending Story II: The Next Chapter,14.0,40.0
Rosencrantz and Guildenstern Are Dead,61.0,87.0
Sleeping With the Enemy,24.0,60.0
The Silence of the Lambs,95.0,95.0
The Silence of the Lambs,95.0,95.0
King Ralph,23.0,28.0
Nothing but Trouble,,43.0
Bride of Re-Animator,37.0,45.0
"He Said, She Said",33.0,34.0
Scenes From a Mall,32.0,26.0
The Doors,56.0,79.0
My Heroes Have Always Been Cowboys,33.0,79.0
Shipwrecked,,68.0
Closet Land,44.0,85.0
American Ninja 4: The Annihilation,,30.0
The Hard Way,,71.0
The Hard Way,75.0,53.0
La Femme Nikita,90.0,84.0
New Jack City,81.0,80.0
Guilty by Suspicion,68.0,55.0
If Looks Could Kill,,
The Perfect Weapon,36.0,63.0
The Perfect Weapon,36.0,63.0
True Colors,,
The Josephine Baker Story,,73.0
Defending Your Life,98.0,83.0
Mister Johnson,78.0,63.0
Career Opportunities,42.0,37.0
The Comfort of Strangers,54.0,58.0
The Comfort of Strangers,54.0,58.0
The Five Heartbeats,39.0,95.0
Hangin' With the Homeboys,93.0,67.0
The Marrying Man,10.0,45.0
Impromptu,74.0,71.0
Out for Justice,23.0,53.0
The Object of Beauty,77.0,36.0
Drop Dead Fred,11.0,77.0
Mortal Thoughts,56.0,36.0
One Man's War,,67.0
A Kiss Before Dying,36.0,31.0
Oscar,,
Talent for the Game,,35.0
Citizen Kane,99.0,90.0
One Good Cop,14.0,36.0
"Truly, Madly, Deeply",76.0,87.0
Madonna: Truth or Dare,86.0,70.0
Sweet Talker,,
The Switch,,
Fever,,
What About Bob?,82.0,79.0
Mannequin: On the Move,13.0,40.0
Stone Cold,,67.0
Backdraft,73.0,75.0
Hudson Hawk,31.0,56.0
Only the Lonely,65.0,50.0
Thelma & Louise,86.0,82.0
Wild Hearts Can't Be Broken,73.0,89.0
Ambition,,
Soapdish,74.0,63.0
City Slickers,89.0,64.0
Dark Obsession,63.0,96.0
Don't Tell Mom the Babysitter's Dead,35.0,57.0
Jungle Fever,80.0,67.0
Straight Out of Brooklyn,80.0,60.0
Bright Angel,80.0,27.0
Robin Hood: Prince of Thieves,51.0,72.0
Without Warning: The James Brady Story,,
Dying Young,25.0,65.0
The Rocketeer,,
The Rocketeer,67.0,65.0
Where Angels Fear to Tread,64.0,53.0
The Naked Gun 2 1/2: The Smell of Fear,58.0,65.0
Problem Child 2,7.0,42.0
Terminator 2: Judgment Day,91.0,95.0
Slacker,82.0,77.0
One Hundred and One Dalmatians,98.0,76.0
Boyz N the Hood,96.0,93.0
Point Break,69.0,79.0
Regarding Henry,49.0,63.0
Bill & Ted's Bogus Journey,56.0,56.0
Dutch,17.0,63.0
Doublecrossed,,
The Doctor,,
Doctor,,
Another You,5.0,34.0
Life Stinks,25.0,45.0
Mobsters,9.0,57.0
V.I. Warshawski,24.0,23.0
A Brighter Summer Day,100.0,94.0
Fast Getaway,,41.0
Hot Shots,,
Body Parts,42.0,32.0
Doc Hollywood,69.0,51.0
Rover Dangerfield,17.0,56.0
Return to the Blue Lagoon,0.0,41.0
Bingo,,
Delirious,29.0,39.0
Double Impact,33.0,42.0
Pure Luck,15.0,60.0
Commitments,,67.0
Mystery Date,25.0,40.0
Women & Men 2,,50.0
Barton Fink,90.0,89.0
Dead Again,81.0,76.0
Defenseless,,37.0
Harley Davidson and the Marlboro Man,29.0,65.0
High Heels,,
Naked Tango,,92.0
BeastMaster 2: Through the Portal of Time,20.0,33.0
Child's Play 3,19.0,40.0
The Pope Must Diet,29.0,51.0
Company Business,,32.0
Crooked Hearts,,38.0
Cast a Deadly Spell,,58.0
Dogfight,83.0,86.0
Freddy's Dead: The Final Nightmare,23.0,32.0
Liebestraum,45.0,48.0
Mississippi Masala,92.0,64.0
Paradise,,
The Fisher King,85.0,85.0
The Indian Runner,74.0,80.0
The Indian Runner,74.0,80.0
Late for Dinner,58.0,67.0
McBain,33.0,36.0
Rambling Rose,100.0,54.0
Eyes of an Angel,,55.0
Deceived,38.0,47.0
Necessary Roughness,35.0,47.0
Ricochet,,
Shout,20.0,39.0
Suburban Commando,15.0,33.0
The Super,40.0,60.0
The Super,0.0,42.0
Homicide,,
City of Hope,95.0,82.0
Ernest Scared Stupid,25.0,51.0
Frankie and Johnnie,,
Shattered,,61.0
Stepping Out,,
The Taking of Beverly Hills,40.0,36.0
The Taking of Beverly Hills,40.0,36.0
Cool as Ice,3.0,43.0
Little Man Tate,71.0,66.0
My Own Private Idaho,80.0,80.0
Other People's Money,31.0,46.0
House Party 2,27.0,65.0
The Butcher's Wife,24.0,30.0
Curly Sue,13.0,50.0
Hitman,16.0,57.0
Life Is Sweet,93.0,87.0
Two Evil Eyes,63.0,39.0
29th Street,75.0,86.0
Billy Bathgate,36.0,28.0
The People Under the Stairs,70.0,61.0
Year of the Gun,29.0,26.0
Prisoner of Honor,,88.0
All I Want for Christmas,,
Strictly Business,10.0,56.0
And You Thought Your Parents Were Weird!,,31.0
Kafka,52.0,72.0
Meeting Venus,100.0,76.0
Prospero's Books,62.0,83.0
The Addams Family,45.0,69.0
The Addams Family,67.0,66.0
An American Tail: Fievel Goes West,57.0,62.0
Beauty and the Beast,,
The Double Life of Veronique,85.0,92.0
For the Boys,44.0,75.0
Hearts of Darkness: A Filmmaker's Apocalypse,100.0,94.0
At Play in the Fields of the Lord,57.0,74.0
Star Trek VI: The Undiscovered Country,83.0,84.0
Hook,29.0,76.0
The Last Boy Scout,46.0,68.0
The Last Boy Scout,46.0,68.0
Bugsy,84.0,69.0
Father of the Bride,,
Rush,,
The Prince of Tides,69.0,70.0
Until the End of the World,89.0,89.0
Fried Green Tomatoes,76.0,87.0
Hear My Song,90.0,76.0
Naked Lunch,72.0,77.0
Aladdin,57.0,94.0
Home Alone 2: Lost in New York,35.0,62.0
Batman Returns,82.0,73.0
Lethal Weapon 3,58.0,61.0
Sister Act,76.0,65.0
The Bodyguard,,
Bodyguard,,64.0
Wayne's World,79.0,84.0
Basic Instinct,55.0,64.0
A League of Their Own,81.0,84.0
Kuffs,28.0,47.0
The Hand That Rocks the Cradle,66.0,61.0
The Hand That Rocks the Cradle,66.0,61.0
Freejack,25.0,25.0
Juice,81.0,90.0
Love Crimes,0.0,12.0
Hard Promises,40.0,59.0
Hurricane Smith,,
Into the Sun,,32.0
Shining Through,41.0,72.0
Voyager,,
Mississippi Masala,92.0,64.0
Final Analysis,56.0,44.0
The Great Mouse Detective,77.0,79.0
Wayne's World,79.0,84.0
Falling From Grace,78.0,43.0
Radio Flyer,35.0,72.0
Stop! Or My Mom Will Shoot,14.0,21.0
This Is My Life,36.0,49.0
Gate II,,27.0
The Mambo Kings,79.0,68.0
Memoirs of an Invisible Man,26.0,32.0
"For Richer, for Poorer",,20.0
Blame It on the Bellboy,19.0,39.0
Gladiator,80.0,87.0
The Lawnmower Man,37.0,31.0
The Lawnmower Man,37.0,31.0
Meatballs 4,,23.0
Once Upon a Crime,0.0,43.0
Tiny Toon Adventures: How I Spent My Vacation,,89.0
American Me,73.0,90.0
Article 99,43.0,54.0
Howards End,94.0,81.0
My Cousin Vinny,87.0,87.0
Shakes the Clown,43.0,49.0
Basic Instinct,55.0,64.0
Noises Off,61.0,84.0
Proof,62.0,59.0
Raise the Red Lantern,97.0,94.0
Shadows and Fog,54.0,55.0
Ladybugs,14.0,43.0
The Power of One,39.0,87.0
The Power of One,39.0,87.0
Ruby,57.0,10.0
White Men Can't Jump,75.0,69.0
The Last of His Tribe,,85.0
Delicatessen,90.0,91.0
Straight Talk,46.0,58.0
Thunderheart,90.0,75.0
Rock-A-Doodle,20.0,55.0
FernGully ... the Last Rainforest,67.0,64.0
Newsies,39.0,88.0
The Player,,
The Player,97.0,84.0
Sleepwalkers,29.0,32.0
The Babe!,,
Boris and Natasha,,33.0
Brain Donors,45.0,85.0
City of Joy,53.0,74.0
Deep Cover,,
The Playboys,92.0,53.0
Highway 61,100.0,84.0
Passed Away,10.0,45.0
White Sands,44.0,41.0
Year of the Comet,0.0,51.0
Folks!,0.0,53.0
K2,29.0,49.0
The Live Wire,,
Night on Earth,76.0,91.0
Split Second,,33.0
Big Girls Don't Cry... They Get Even,,61.0
CrissCross,,24.0
One False Move,93.0,75.0
Poison Ivy,,
The Waterdance,94.0,63.0
The Waterdance,94.0,63.0
Lethal Weapon 3,58.0,61.0
Monster in a Box,93.0,88.0
Alien 3,49.0,46.0
Encino Man,14.0,56.0
Far and Away,50.0,62.0
Europa,82.0,88.0
The Adjuster,,
The Adjuster,75.0,72.0
Cold Heaven,60.0,19.0
Cousin Bobby,,
Sister Act,76.0,65.0
Afterburn,,57.0
Stepfather III: Father's Day,20.0,24.0
Patriot Games,72.0,73.0
Housesitter,36.0,47.0
Batman Returns,82.0,73.0
The Hairdresser's Husband,92.0,86.0
Pinocchio,0.0,33.0
Unlawful Entry,76.0,49.0
Like a Boomerang,,
A League of Their Own,81.0,84.0
The Best Intentions,81.0,87.0
The Best Intentions,81.0,87.0
Prelude to a Kiss,63.0,39.0
Universal Soldier,34.0,46.0
The Comrades of Summer,,71.0
"Honey, I Blew Up the Kid",40.0,24.0
Man Trouble,7.0,14.0
Captain America,12.0,19.0
Mistress,,
Mo' Money,16.0,51.0
Mom and Dad Save the World,12.0,44.0
Bebe's Kids,36.0,74.0
Buffy the Vampire Slayer,36.0,43.0
Death Becomes Her,55.0,62.0
Enchanted April,85.0,84.0
3 Ninjas,35.0,53.0
London Kills Me,,62.0
Raising Cain,62.0,40.0
Unforgiven,,
Whispers in the Dark,33.0,72.0
Diggstown,60.0,78.0
Johnny Suede,27.0,47.0
Single White Female,53.0,44.0
Stay Tuned,44.0,55.0
Christopher Columbus: The Discovery,7.0,17.0
The Gun in Betty Lou's Handbag,14.0,25.0
Light Sleeper,87.0,65.0
Little Nemo: Adventures in Slumberland,55.0,84.0
Rapid Fire,,
Citizen Cohn,,61.0
Laws of Gravity,100.0,81.0
Storyville,67.0,22.0
Freddie as F.R.O.7,,47.0
Honeymoon in Vegas,64.0,36.0
Twin Peaks: Fire Walk With Me,63.0,78.0
Bob Roberts,93.0,78.0
Out on a Limb,,75.0
Blade Runner,89.0,91.0
Crossing the Bridge,,52.0
Hellraiser III: Hell on Earth,38.0,35.0
Sneakers,80.0,80.0
Swoon,73.0,65.0
Where the Day Takes You,80.0,73.0
Teamster Boss: The Jackie Presser Story,,33.0
Captain Ron,26.0,52.0
Peter's Friends,65.0,77.0
Sarafina!,60.0,86.0
School Ties,60.0,69.0
Singles,,
South Central,75.0,83.0
Innocent Blood,36.0,45.0
The Last of the Mohicans,,
Mr. Saturday Night,59.0,38.0
Roller Boogie,0.0,54.0
Glengarry Glen Ross,95.0,88.0
Hero,94.0,87.0
The Mighty Ducks,23.0,65.0
Mr. Baseball,11.0,41.0
National Theatre Live: Of Mice And Men,,85.0
Running Mates,,
1492: Conquest of Paradise,32.0,50.0
Under Siege,80.0,62.0
Candyman,79.0,63.0
Consenting Adult,,40.0
The Public Eye,,59.0
The Public Eye,61.0,51.0
Dr. Giggles,23.0,42.0
Frozen Assets,0.0,25.0
Pure Country,41.0,90.0
Reservoir Dogs,90.0,94.0
Zebrahead,75.0,69.0
My New Gun,44.0,40.0
Rampage,,
Paydirt,,47.0
The Efficiency Expert,67.0,50.0
The Efficiency Expert,67.0,50.0
Jennifer Eight,39.0,39.0
Passenger 57,30.0,38.0
Traces of Red,29.0,44.0
Bram Stoker's Dracula,74.0,79.0
Love Potion No. 9,25.0,43.0
Flirting,96.0,77.0
Bad Lieutenant,79.0,73.0
Home Alone 2: Lost in New York,35.0,62.0
Samantha,,40.0
Stalin,,72.0
Aladdin,57.0,94.0
The Bodyguard,,
Bodyguard,,64.0
The Crying Game,95.0,78.0
Damage,81.0,73.0
The Distinguished Gentleman,13.0,37.0
The Distinguished Gentleman,13.0,37.0
Forever Young,,
The Muppet Christmas Carol,77.0,86.0
Passion Fish,100.0,82.0
Used People,44.0,39.0
A Leap of Faith,,
Toys,29.0,39.0
Indochine,75.0,84.0
Chaplin,61.0,81.0
Hoffa,52.0,58.0
Trespass,70.0,47.0
Lorenzo's Oil,93.0,80.0
Jurassic Park,92.0,91.0
Mrs. Doubtfire,70.0,77.0
The Fugitive,,
Sleepless in Seattle,75.0,75.0
Indecent Proposal,34.0,47.0
In the Line of Fire,96.0,79.0
The Pelican Brief,55.0,61.0
The Pelican Brief,55.0,61.0
Schindler's List,98.0,97.0
Leprechaun,35.0,33.0
Alive,,
Body of Evidence,8.0,23.0
Nowhere to Run,,
Aspen Extreme,22.0,67.0
Hexed,9.0,36.0
Children of the Corn II: The Final Sacrifice,30.0,20.0
Matinee,93.0,63.0
Blind Side,,42.0
The Cemetery Club,,
The Cemetery Club,57.0,30.0
Homeward Bound: The Incredible Journey,87.0,71.0
National Lampoon's Loaded Weapon 1,21.0,50.0
Sommersby,63.0,59.0
The Vanishing,96.0,88.0
Vanishing - The Killing Room,,
Dead Alive,89.0,87.0
Groundhog Day,94.0,88.0
Love Field,40.0,55.0
The Temp,,
The Temp,32.0,19.0
Untamed Heart,58.0,76.0
Army of Darkness,68.0,87.0
The Crying Game,95.0,78.0
Mac,67.0,62.0
Hostages,,
El Mariachi,91.0,76.0
Falling Down,75.0,84.0
Amos & Andrew,17.0,31.0
Best of the Best II,10.0,47.0
Mad Dog and Glory,78.0,45.0
Rich in Love,69.0,38.0
Shadow of the Wolf,,46.0
Swing Kids,56.0,79.0
CB4,52.0,62.0
Fire in the Sky,52.0,57.0
Just Another Girl on the I.R.T.,68.0,83.0
Point of No Return,,
Teenage Mutant Ninja Turtles III,19.0,33.0
Barbarians at the Gate,71.0,74.0
Born Yesterday,,
Hear No Evil,20.0,35.0
Married to It,30.0,43.0
The Opposite Sex... and How to Live With Them,7.0,29.0
The Opposite Sex... and How to Live With Them,7.0,29.0
The Adventures of Huck Finn,75.0,50.0
Cop and a Half,13.0,34.0
Crush,36.0,57.0
Jack the Bear,28.0,58.0
When a Stranger Calls Back,63.0,62.0
Indecent Proposal,34.0,47.0
The Sandlot,65.0,89.0
"Bodies, Rest & Motion",53.0,50.0
Sidekicks,26.0,48.0
The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,91.0,49.0
Benny & Joon,76.0,85.0
The Boiling Point,,
The Dark Half,62.0,41.0
This Boy's Life,76.0,80.0
Who's the Man?,56.0,55.0
"Blood In, Blood Out",64.0,94.0
The Night We Never Met,56.0,35.0
The Night We Never Met,56.0,35.0
Splitting Heirs,7.0,37.0
Three of Hearts,53.0,35.0
American Heart,80.0,68.0
Dave,95.0,72.0
Dragon: The Bruce Lee Story,74.0,79.0
Much Ado About Nothing,,
My Neighbor Totoro,93.0,94.0
Daybreak,,
Carnosaur,18.0,23.0
Excessive Force,20.0,36.0
Lost in Yonkers,71.0,77.0
Hot Shots! Part Deux,59.0,63.0
Sliver,18.0,30.0
Menace II Society,84.0,93.0
Happily Ever After,,
Like Water for Chocolate,88.0,84.0
The Long Day Closes,82.0,77.0
Made In America,,
Super Mario Bros.,29.0,29.0
Guilty as Sin,38.0,43.0
Life With Mikey,25.0,39.0
The Music of Chance,100.0,87.0
The Music of Chance,100.0,87.0
Nothing But a Man,98.0,88.0
Orlando,84.0,82.0
Equinox,,
Jurassic Park,92.0,91.0
Last Action Hero,42.0,48.0
Once Upon a Forest,22.0,69.0
Dennis the Menace,27.0,38.0
House of Cards,,
Sleepless in Seattle,75.0,75.0
What's Love Got to Do With It,97.0,88.0
Extreme Justice,,31.0
Snow White and the Seven Dwarfs,97.0,78.0
Son-in-Law,32.0,59.0
In the Line of Fire,96.0,79.0
Rookie of the Year,41.0,52.0
Weekend at Bernie's II,13.0,41.0
Benefit of the Doubt,0.0,19.0
Free Willy,71.0,50.0
Hocus Pocus,40.0,72.0
Another Stakeout,16.0,28.0
Coneheads,35.0,37.0
Poetic Justice,34.0,83.0
Robin Hood: Men in Tights,42.0,81.0
Rising Sun,33.0,40.0
So I Married an Axe Murderer,53.0,68.0
Tom and Jerry: The Movie,14.0,41.0
The Fugitive,,
The Meteor Man,25.0,36.0
My Boyfriend's Back,13.0,45.0
That Night,67.0,79.0
The Wedding Banquet,97.0,87.0
Searching for Bobby Fischer,100.0,86.0
Heart and Souls,58.0,76.0
Jason Goes to Hell: The Final Friday,16.0,23.0
The Secret Garden,89.0,80.0
Manhattan Murder Mystery,94.0,83.0
The Ballad of Little Jo,77.0,62.0
Hard Target,60.0,49.0
King of the Hill,,
Surf Ninjas,23.0,68.0
Wilder Napalm,25.0,55.0
Strapped,,82.0
The Man Without a Face,67.0,64.0
Father Hood,10.0,34.0
Needful Things,32.0,44.0
Only the Strong,13.0,77.0
Son of the Pink Panther,6.0,18.0
The Thing Called Love,57.0,52.0
Calendar Girl,11.0,31.0
Fortress,,74.0
Kalifornia,58.0,64.0
The Joy Luck Club,86.0,89.0
Money for Nothing,20.0,31.0
The Real McCoy,,
True Romance,93.0,93.0
Undercover Blues,37.0,67.0
And the Band Played On,100.0,88.0
Household Saints,68.0,74.0
The Age of Innocence,,33.0
The Age of Innocence,88.0,75.0
Striking Distance,20.0,35.0
Bopha!,82.0,67.0
Dazed and Confused,93.0,90.0
The Good Son,25.0,54.0
The Program,62.0,44.0
The Program,43.0,80.0
Warlock: The Armageddon,0.0,41.0
Cool Runnings: The Reggae Movie,,43.0
For Love or Money,,
Freaked,50.0,66.0
Malice,57.0,46.0
M. Butterfly,39.0,67.0
Short Cuts,95.0,88.0
Deadfall,,37.0
Demolition Man,63.0,67.0
Mr. Jones,43.0,50.0
Mr. Nanny,6.0,33.0
Fearless,73.0,86.0
Judgment Night,38.0,54.0
Mr. Wonderful,52.0,41.0
Rudy,77.0,90.0
Twenty Bucks,75.0,61.0
Ruby Cairo,,27.0
The Nightmare Before Christmas,95.0,92.0
The Last Outlaw,,
The Last Outlaw,,
Flesh and Bone,70.0,42.0
Look Who's Talking Now,0.0,29.0
RoboCop 3,9.0,15.0
Ruby in Paradise,86.0,76.0
The Remains of the Day,96.0,90.0
Carlito's Way,84.0,91.0
Ernest Rides Again,14.0,42.0
My Life,44.0,74.0
The Piano,,
The Piano,90.0,86.0
The Three Musketeers,,
Ed and His Dead Mother,50.0,51.0
The Saint of Fort Washington,80.0,87.0
Addams Family Values,75.0,63.0
Man's Best Friend,,
Josh and S.A.M.,25.0,48.0
Mrs. Doubtfire,70.0,77.0
Nutcracker,,
A Perfect World,78.0,84.0
We're Back! A Dinosaur's Story,38.0,50.0
Full Eclipse,,46.0
A Dangerous Woman,,
The Snapper,97.0,86.0
The Snapper,97.0,86.0
Six Degrees of Separation,88.0,71.0
Geronimo: An American Legend,50.0,52.0
Sister Act 2: Back in the Habit,18.0,61.0
Wayne's World 2,60.0,63.0
Schindler's List,98.0,97.0
Beethoven's 2nd,23.0,31.0
The Pelican Brief,55.0,61.0
The Pelican Brief,55.0,61.0
What's Eating Gilbert Grape,90.0,89.0
Wrestling Ernest Hemingway,59.0,69.0
Philadelphia,81.0,89.0
Batman: Mask of the Phantasm,83.0,88.0
Grumpy Old Men,65.0,74.0
Heaven and Earth,,
Shadowlands,97.0,89.0
Tombstone,73.0,94.0
Ghost in the Machine,10.0,23.0
In the Name of the Father,94.0,95.0
Forrest Gump,76.0,95.0
The Lion King,92.0,93.0
The Lion King,92.0,93.0
True Lies,70.0,76.0
The Santa Clause,73.0,66.0
The Flintstones,23.0,25.0
Dumb & Dumber,68.0,84.0
Clear and Present Danger,81.0,74.0
Speed,,62.0
The Mask,67.0,
Mask,93.0,83.0
Pulp Fiction,92.0,96.0
The Air Up There,21.0,35.0
Cabin Boy,48.0,42.0
House Party 3,0.0,67.0
Iron Will,67.0,66.0
Intersection,9.0,40.0
Blink,67.0,51.0
Body Snatchers,71.0,45.0
"Car 54, Where Are You?",0.0,12.0
The Scent of Green Papaya,100.0,82.0
The Scent of Green Papaya,100.0,82.0
Ace Ventura: Pet Detective,47.0,57.0
I'll Do Anything,67.0,41.0
"My Father, the Hero",20.0,54.0
Naked,,60.0
Romeo Is Bleeding,27.0,61.0
Blank Check,9.0,34.0
The Getaway,,
Getaway,3.0,36.0
My Girl 2,27.0,46.0
State of Emergency,,43.0
Blue Chips,38.0,51.0
On Deadly Ground,14.0,35.0
Reality Bites,62.0,74.0
8 Seconds,31.0,94.0
Midnight Cowboy,89.0,88.0
Angie,53.0,33.0
The Chase,40.0,44.0
Chase,,
China Moon,40.0,41.0
Greedy,32.0,48.0
Sirens,,
Four Weddings and a Funeral,92.0,74.0
Guarding Tess,57.0,48.0
The Hudsucker Proxy,63.0,79.0
The Hudsucker Proxy,63.0,79.0
Lightning Jack,6.0,47.0
The Ref,74.0,73.0
The Silence of the Hams,0.0,44.0
The Silence of the Hams,0.0,44.0
Bitter Moon,63.0,80.0
Monkey Trouble,55.0,41.0
The Paper,,
The Paper,89.0,66.0
Above the Rim,50.0,82.0
D2: The Mighty Ducks,20.0,59.0
Quality of Life,67.0,86.0
Jimmy Hollywood,28.0,28.0
Thumbelina,40.0,66.0
Clifford,18.0,67.0
The House of the Spirits,31.0,72.0
The House of the Spirits,31.0,72.0
Holy Matrimony,0.0,24.0
Leprechaun 2,6.0,29.0
Red Rock West,98.0,75.0
Threesome,26.0,55.0
Naked in New York,42.0,39.0
Serial Mom,63.0,72.0
Backbeat,68.0,67.0
Cops and Robbersons,18.0,23.0
Surviving the Game,35.0,48.0
