year,category,winner,nominee
1997,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Frasier
1997,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Crime of the Century
1997,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Gotti
1997,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,ER
1997,Cecil B. deMille Award,False,Dustin Hoffman
1998,Best Motion Picture - Drama,True,Titanic
1998,Best Motion Picture - Drama,False,"Boxer, The"
1998,Best Motion Picture - Drama,False,Good Will Hunting
1998,Best Motion Picture - Drama,False,L.A. Confidential
1998,Best Motion Picture - Drama,False,Amistad
1998,Best Motion Picture - Musical or Comedy,True,As Good as It Gets
1998,Best Motion Picture - Musical or Comedy,False,"Full Monty, The"
1998,Best Motion Picture - Musical or Comedy,False,Men in Black
1998,Best Motion Picture - Musical or Comedy,False,My Best Friend's Wedding
1998,Best Motion Picture - Musical or Comedy,False,Wag the Dog
1998,Best Performance by an Actress in a Motion Picture - Drama,True,Mrs. Brown
1998,Best Performance by an Actress in a Motion Picture - Drama,False,"Wings of the Dove, The"
1998,Best Performance by an Actress in a Motion Picture - Drama,False,Contact
1998,Best Performance by an Actress in a Motion Picture - Drama,False,A Thousand Acres
1998,Best Performance by an Actress in a Motion Picture - Drama,False,Titanic
1998,Best Performance by an Actor in a Motion Picture - Drama,True,Ulee's Gold
1998,Best Performance by an Actor in a Motion Picture - Drama,False,Good Will Hunting
1998,Best Performance by an Actor in a Motion Picture - Drama,False,"Boxer, The"
1998,Best Performance by an Actor in a Motion Picture - Drama,False,Titanic
1998,Best Performance by an Actor in a Motion Picture - Drama,False,Amistad
1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,As Good as It Gets
1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Chasing Amy
1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Jackie Brown
1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Selena
1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,My Best Friend's Wedding
1998,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,As Good as It Gets
1998,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,In & Out
1998,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Liar Liar
1998,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Wag the Dog
1998,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Jackie Brown
1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,L.A. Confidential
1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,In & Out
1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Boogie Nights
1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Titanic
1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,"Ice Storm, The"
1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Boogie Nights
1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Good Will Hunting
1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,My Best Friend's Wedding
1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Amistad
1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,As Good as It Gets
1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,John Grisham's The Rainmaker
1998,Best Director - Motion Picture,True,Titanic
1998,Best Director - Motion Picture,False,Amistad
1998,Best Director - Motion Picture,False,As Good as It Gets
1998,Best Director - Motion Picture,False,L.A. Confidential
1998,Best Director - Motion Picture,False,"Boxer, The"
1998,Best Screenplay - Motion Picture,True,Good Will Hunting
1998,Best Screenplay - Motion Picture,False,As Good as It Gets
1998,Best Screenplay - Motion Picture,False,L.A. Confidential
1998,Best Screenplay - Motion Picture,False,Titanic
1998,Best Screenplay - Motion Picture,False,Wag the Dog
1998,Best Motion Picture - Foreign Language,True,"Belgium, Alain Berliner"
1998,Best Motion Picture - Foreign Language,False,"France, Agnès Merlet"
1998,Best Motion Picture - Foreign Language,False,"Germany, Ivan Fíla"
1998,Best Motion Picture - Foreign Language,False,"Russia, Pavel Chukhray"
1998,Best Motion Picture - Foreign Language,False,"Italy, Pupi Avati"
1998,Best Original Score - Motion Picture,True,Titanic
1998,Best Original Score - Motion Picture,False,Gattaca
1998,Best Original Score - Motion Picture,False,Kundun
1998,Best Original Score - Motion Picture,False,L.A. Confidential
1998,Best Original Score - Motion Picture,False,Seven Years in Tibet
1998,Best Original Song - Motion Picture,True,Titanic
1998,Best Original Song - Motion Picture,False,Hercules
1998,Best Original Song - Motion Picture,False,Anastasia
1998,Best Original Song - Motion Picture,False,Anastasia
1998,Best Original Song - Motion Picture,False,Tomorrow Never Dies
1998,Best Television Series - Drama,True,"X-Files, The"
1998,Best Television Series - Drama,False,ER
1998,Best Television Series - Drama,False,Law & Order
1998,Best Television Series - Drama,False,NYPD Blue
1998,Best Television Series - Drama,False,Chicago Hope
1998,Best Television Series - Musical or Comedy,True,Ally McBeal
1998,Best Television Series - Musical or Comedy,False,Frasier
1998,Best Television Series - Musical or Comedy,False,Friends
1998,Best Television Series - Musical or Comedy,False,Seinfeld
1998,Best Television Series - Musical or Comedy,False,Spin City
1998,Best Television Series - Musical or Comedy,False,3rd Rock From The Sun
1998,Best Television Limited Series or Motion Picture Made for Television,True,George Wallace
1998,Best Television Limited Series or Motion Picture Made for Television,False,Don King: Only In America
1998,Best Television Limited Series or Motion Picture Made for Television,False,Miss Evers' Boys
1998,Best Television Limited Series or Motion Picture Made for Television,False,The Odyssey
1998,Best Television Limited Series or Motion Picture Made for Television,False,12 Angry Men (TV-1997)
1998,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,Miss Evers' Boys
1998,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Before Women Had Wings
1998,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Hope
1998,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Bella Mafia
1998,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,First Do No Harm
1998,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,Don King: Only In America
1998,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,The Odyssey
1998,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,12 Angry Men (TV-1997)
1998,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,What the Deaf Man Heard
1998,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,George Wallace
1998,Best Performance by an Actress In A Television Series - Drama,True,Chicago Hope
1998,Best Performance by an Actress In A Television Series - Drama,False,"X-Files, The"
1998,Best Performance by an Actress In A Television Series - Drama,False,NYPD Blue
1998,Best Performance by an Actress In A Television Series - Drama,False,Touched By an Angel
1998,Best Performance by an Actress In A Television Series - Drama,False,ER
1998,Best Performance by an Actor In A Television Series - Drama,True,ER
1998,Best Performance by an Actor In A Television Series - Drama,False,ER
1998,Best Performance by an Actor In A Television Series - Drama,False,Nothing Sacred
1998,Best Performance by an Actor In A Television Series - Drama,False,"X-Files, The"
1998,Best Performance by an Actor In A Television Series - Drama,False,Millennium
1998,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Ally McBeal
1998,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Veronica's Closet
1998,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Ellen
1998,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Dharma & Greg
1998,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Mad About You
1998,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Suddenly Susan
1998,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Spin City
1998,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Frasier
1998,Best Performance by an Actor in a Television Series - Musical or Comedy,False,3rd Rock From The Sun
1998,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Mad About You
1998,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Seinfeld
1998,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,George Wallace
1998,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Ellen
1998,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Touched By an Angel
1998,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,ER
1998,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,George Wallace
1998,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,12 Angry Men (TV-1997)
1998,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Seinfeld
1998,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Mandela and De Klerk
1998,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Frasier
1998,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,ER
